Student_ID,Survey_Date,School_Name,Gender,City_Type,Family_Income,Plus2_Stream,Plus2_GPA,Entrance_Score_IOE,Entrance_Score_CEE,Entrance_Score_CMAT,Grade_English,Grade_Nepali,Grade_Social,Grade_Math,Grade_Physics,Grade_Chemistry,Grade_Biology,Grade_Computer,Grade_Accounts,Grade_Economics,Grade_Law,Interest_Technology,Interest_Math_Stats,Interest_Art_Design,Interest_Business_Money,Interest_Social_People,Interest_Bio_Health,Interest_Nature_Agri,Interest_Construction,Interest_Law_Politics,Interest_Hospitality_Food,Interest_Gaming_Entertainment,Interest_History_Culture,Suggested_Job_Role
STU_8762089,01-04-2023,BernHardt,Male,Urban,High,Management,3.24,0,0,78,A+,A,A,A,NG,NG,NG,A,A+,A,NG,,2,2,10,2,2,1,3,9,3,4,3,Law_Corporate_Lawyer
STU_7734190,04-07-2023,Public High,Female,Rural,Medium,Science_Bio,3.14,0,92,0,A,B+,B+,B+,A,A,A+,NG,NG,NG,NG,2,2,1,1,3,4,10,3,1,1,4,3,Agri_Forestry
STU_5743919,10-09-2023,Global College,Female,Urban,Medium,Science_Bio,2.69,0,101,0,B+,B+,A,B+,A,B,A+,NG,NG,NG,NG,3,3,2,1,2,4,8,4,4,3,1,4,Agri_Forestry
STU_6592330,11-07-2023,Global College,Female,Rural,High,Management,2.81,0,0,72,A,B+,B+,A,NG,NG,NG,B+,A,A,NG,1,2,3,2,4,1,4,2,2,1,1,4,Mgmt_BBA_Marketing
STU_9807859,14-04-2023,BernHardt,Male,Rural,High,Management,3.62,0,0,100,A+,A+,A+,A,NG,NG,NG,A+,A,A,NG,3,2,,3,3,4,3,1,4,4,3,3,Mgmt_HR_Manager
STU_9749122,14-07-2023,Public High,Male,Urban,High,Science_Bio,2.79,0,75,0,B+,A,A,B+,B+,A+,A,NG,NG,NG,NG,1,4,3,1,1,8,3,1,3,2,1,3,Med_B_Pharmacy
STU_9597966,17-05-2023,Global College,Male,Urban,High,Science_Physical,3.04,81,0,95,B+,A,A,A,A,B+,NG,A+,NG,NG,NG,3,8,2,3,2,3,2,3,3,1,3,3,IT_Data_Scientist
STU_0499125,07-04-2023,Motherland,Male,Rural,Medium,Management,2.82,0,0,88,A+,B+,A,A,NG,NG,NG,B+,B+,B+,NG,2,2,2,3,2,1,1,2,3,3,2,4,Mgmt_HR_Manager
STU_2544725,17-01-2023,Gandaki Boarding,Male,Urban,,Science_Physical,3.06,102,0,0,A,A,B+,A+,A,B+,NG,A+,NG,NG,NG,9,2,1,2,2,2,1,4,1,4,2,2,IT_CyberSecurity
STU_5295858,24-08-2023,BernHardt,Female,Rural,Low,Science_Bio,2.83,0,85,0,B+,A,B+,A,B+,A,A+,NG,NG,NG,NG,3,1,3,1,2,2,3,3,1,4,2,3,Med_Lab_Technician
STU_8790549,29-05-2023,Global College,Female,Urban,Low,Science_Bio,4,0,112,0,A,A+,A,A+,A+,A+,A+,NG,NG,NG,NG,1,3,2,1,2,4,9,4,1,3,2,1,Agri_Scientist
STU_8328363,14-08-2023,Gandaki Boarding,Female,Rural,Medium,Management,3.46,0,0,100,A,A,A+,A+,NG,NG,NG,A,A+,A+,NG,2,8,2,8,2,1,4,1,10,2,4,1,Hum_Economist
STU_9244458,12-03-2023,Motherland,Female,Urban,Medium,Humanities,2.04,0,0,0,B,B+,B+,NG,NG,NG,NG,NG,NG,B,NG,2,1,3,2,4,3,4,4,8,4,3,8,Hum_Political_Scientist
STU_7396801,08-01-2023,Motherland,Female,Urban,Low,Humanities,2.91,0,0,0,A,A,B+,NG,NG,NG,NG,NG,NG,A+,NG,1,9,1,9,3,1,1,1,9,1,3,4,Hum_Economist
STU_7715894,07-06-2023,St. Xaviers,Female,Rural,Medium,Science_Physical,1.9,64,0,0,B,B,B+,B+,B,B+,NG,B+,NG,NG,NG,1,1,1,2,4,9,2,4,2,2,2,2,Med_Public_Health_BPH
STU_1482243,14-04-2023,Global College,Male,Rural,Low,Science_Physical,2.7,99,0,0,B,B,B+,A,A,A,NG,B+,NG,NG,NG,10,4,1,1,2,1,1,1,4,4,2,4,Eng_Electronics_Comm
STU_2248903,11-01-2023,Public High,Female,Urban,High,Management,3.16,0,0,72,A+,A+,A+,A,NG,NG,NG,A+,A,A+,NG,3,3,2,2,1,2,1,1,1,2,3,4,Mgmt_BBA_Marketing
STU_5322981,08-08-2023,St. Xaviers,Female,Rural,High,Management,3.84,0,0,96,A+,A+,A,A+,NG,NG,NG,A+,A+,A+,NG,8,1,8,1,3,3,4,2,2,4,3,2,IT_UI_UX_Designer
STU_5531743,05-11-2023,St. Xaviers,Male,Rural,Medium,Management,3.53,0,0,92,A,A,A,A+,NG,NG,NG,B+,A,A+,NG,4,2,1,1,4,2,3,1,3,4,4,4,Mgmt_BBA_Marketing
STU_0826416,16-01-2023,Trinity,Female,Urban,Low,Science_Physical,3.56,75,0,0,A,A,A,A+,A+,A+,NG,A,NG,NG,NG,2,3,2,9,1,1,2,3,4,1,4,1,Mgmt_Entrepreneur
STU_9023867,23-11-2023,Global College,Male,Rural,,Humanities,2.24,0,0,0,B+,A,B+,NG,NG,NG,NG,NG,NG,B+,NG,3,2,2,1,4,3,4,4,9,1,4,4,Law_Criminal_Lawyer
STU_1911971,17-10-2023,SOS Hermann,Female,Urban,,Management,3.32,0,0,85,A,A,A,A,NG,NG,NG,A+,A,A,NG,,1,1,4,2,1,4,1,1,3,4,3,IT_QA_Engineer
STU_6814357,09-02-2023,Motherland,Male,Rural,Medium,Science_Bio,2.34,0,86,0,B,B+,B+,B+,B+,B+,A,NG,NG,NG,NG,1,4,1,3,2,10,3,3,2,3,1,3,Med_Health_Assistant_HA
STU_1679935,31-01-2023,Public High,Female,Rural,Medium,Science_Bio,3.29,0,113,0,B+,A,A,A,A,A+,A,NG,NG,NG,NG,3,2,1,3,2,3,8,3,3,3,1,2,Agri_Forestry
STU_8806515,12-01-2023,SOS Hermann,Female,Rural,Medium,Management,2.66,0,0,89,B+,B+,B+,B+,NG,NG,NG,A,B+,B+,NG,9,2,2,2,4,1,2,3,1,4,1,3,IT_Software_Engineer
STU_2445464,27-05-2023,BernHardt,Female,Urban,,Humanities,3,0,0,0,B+,B+,A,NG,NG,NG,NG,NG,NG,A,NG,3,3,3,4,1,2,3,2,8,2,2,2,Law_Criminal_Lawyer
STU_9926146,14-04-2023,Gandaki Boarding,Female,Urban,High,Management,3.23,0,0,83,A+,A,A+,A+,NG,NG,NG,A,A,A+,NG,3,4,2,10,4,1,4,1,1,3,4,1,Mgmt_Supply_Chain
STU_1298699,10-12-2023,Trinity,Male,Rural,Medium,Science_Physical,2.84,67,0,0,A,B+,A+,A,A,B+,NG,A,NG,NG,NG,4,3,1,9,2,1,4,4,3,4,1,1,Mgmt_Entrepreneur
STU_0529840,24-06-2023,Global College,Male,Urban,Low,Science_Physical,3.52,107,0,0,A,B+,A+,A,A,A,NG,A+,NG,NG,NG,9,2,2,4,3,4,1,1,2,4,3,2,IT_QA_Engineer
STU_1098783,25-08-2023,St. Xaviers,Male,Urban,Medium,Management,3.43,0,0,87,A,A,A,A+,NG,NG,NG,A+,A+,A,NG,3,1,1,8,1,4,3,3,3,1,1,4,Mgmt_BBA_Finance
STU_0054650,04-10-2023,St. Xaviers,Male,Rural,Medium,Science_Bio,3.51,0,112,0,A,A,A,A+,A+,A,A+,NG,NG,NG,NG,2,4,2,4,4,4,1,1,1,1,1,2,Hum_Psychologist
STU_1352624,03-03-2023,Kathmandu Model,Female,Urban,Medium,Science_Physical,3.28,109,0,0,A,A,A+,A,A,A+,NG,A+,NG,NG,NG,9,4,3,1,2,2,3,1,1,1,1,4,IT_QA_Engineer
STU_1040473,07-01-2023,St. Xaviers,Male,Urban,Medium,Science_Bio,2.14,0,92,0,B+,B+,B,B+,B+,B+,B+,NG,NG,NG,NG,2,1,1,1,2,3,9,3,1,1,2,3,Med_Veterinary
STU_0784300,06-04-2023,Global College,Female,Rural,Medium,Management,2.99,0,0,63,B+,B+,B+,A+,NG,NG,NG,A,A,B+,NG,8,4,3,2,3,2,4,3,4,2,3,1,IT_QA_Engineer
STU_4012230,28-11-2023,Trinity,Male,Urban,Low,Science_Physical,4,123,0,0,A,A+,A+,A+,A+,A+,NG,A+,NG,NG,NG,10,2,1,1,3,2,2,2,4,4,4,4,Eng_Electronics_Comm
STU_4365905,27-08-2023,,Female,Rural,Low,Science_Physical,2.48,59,0,0,B+,A,B+,A,B+,B+,NG,A,NG,NG,NG,8,10,2,2,2,1,1,1,4,1,2,3,IT_AI_ML_Engineer
STU_3683419,05-10-2023,Gandaki Boarding,Male,Rural,Low,Science_Physical,3.93,123,0,0,A,A+,A+,A+,A+,A,NG,A+,NG,NG,NG,10,1,2,3,2,1,4,4,2,3,10,3,IT_Game_Developer
STU_9804796,27-12-2023,SOS Hermann,Female,Urban,Medium,Management,3.48,0,0,95,A+,A,A,A,NG,NG,NG,A+,A+,A+,NG,8,1,4,3,4,3,4,4,1,4,2,2,IT_Software_Engineer
STU_7685263,06-05-2023,,Female,Urban,Low,Law,2.98,0,0,0,A,B+,A,NG,NG,NG,NG,NG,NG,A,A,1,2,4,10,2,1,2,1,9,4,4,1,Law_Corporate_Lawyer
STU_3405025,26-03-2023,Trinity,Female,Urban,Low,Humanities,3,0,0,0,A,B+,A+,NG,NG,NG,NG,NG,NG,A,NG,1,1,4,4,3,2,3,4,9,3,2,8,Hum_Political_Scientist
STU_2255886,23-04-2023,Gandaki Boarding,Female,Urban,Medium,Science_Physical,3.44,84,0,0,A,A,A,A+,A+,A+,NG,A,NG,NG,NG,10,4,2,3,1,3,2,4,2,3,10,1,IT_Game_Developer
STU_9770731,10-01-2023,Gandaki Boarding,Female,Rural,High,Science_Physical,3.16,91,0,0,A,A,A,B+,A+,A,NG,A+,NG,NG,NG,4,2,2,4,3,3,1,8,3,2,3,4,Eng_Mechanical
STU_1053776,17-09-2023,SOS Hermann,Male,Urban,Medium,Science_Physical,3.08,99,0,0,A,A,A,A+,B+,B+,NG,B+,NG,NG,NG,1,4,4,8,4,3,2,1,3,3,1,1,Mgmt_Entrepreneur
STU_4603032,07-01-2023,Gandaki Boarding,Female,Urban,Medium,Science_Bio,2.8,0,133,0,B+,B+,A,A,B+,A,A+,NG,NG,NG,NG,3,4,2,1,1,3,10,1,3,2,2,3,Med_Veterinary
STU_4530778,15-04-2023,Gandaki Boarding,Female,Urban,Medium,Science_Bio,3.13,0,102,87,A,A,A,B+,B+,A+,A,NG,NG,NG,NG,4,1,3,1,2,4,2,2,4,2,1,4,Med_Lab_Technician
STU_3935322,22-07-2023,Global College,Male,Rural,High,Science_Physical,2.24,98,0,0,B+,B,B+,B+,B+,A,NG,A+,NG,NG,NG,,3,2,3,1,1,2,3,1,4,4,4,IT_Software_Engineer
STU_2731980,11-07-2023,Global College,Male,Urban,Medium,Science_Physical,2.27,89,0,0,B+,B+,B,A,B,B+,NG,A,NG,NG,NG,10,1,4,1,3,3,2,3,1,3,3,4,IT_CyberSecurity
STU_1584573,30-05-2023,Kathmandu Model,Male,Urban,Medium,Science_Bio,3.54,0,85,0,A,A+,A+,A,A,A+,A+,NG,NG,NG,NG,1,4,4,2,2,10,2,2,3,1,4,2,Med_MBBS_Doctor
STU_4818665,14-11-2023,Kathmandu Model,Male,Urban,Medium,Science_Physical,2.57,55,0,0,B+,A,B+,A+,A,B+,NG,B+,NG,NG,NG,3,1,4,2,3,1,4,8,3,3,1,2,Eng_Mechanical
STU_3525786,26-03-2023,BernHardt,,Urban,Low,Science_Physical,3.27,84,0,46,A+,A,A+,A+,A+,B+,NG,A+,NG,NG,NG,2,1,1,3,3,1,4,10,1,1,2,2,Eng_Mechanical
STU_3844788,17-01-2023,St. Xaviers,Female,Rural,Medium,Science_Physical,2.67,94,0,0,B+,B+,A,A,A,B+,NG,A,NG,NG,NG,3,3,8,3,1,3,2,8,4,1,2,2,Eng_Architecture
STU_7094180,10-10-2023,Budhanilkantha,Male,Rural,Medium,Law,2.53,0,0,0,B+,B,A,NG,NG,NG,NG,NG,NG,A,A,1,2,3,1,2,1,4,1,8,4,3,3,Law_Criminal_Lawyer
STU_8402867,24-05-2023,St. Xaviers,,Urban,Medium,Humanities,2.66,0,0,0,A,B+,A,NG,NG,NG,NG,NG,NG,A,NG,3,8,2,8,4,3,4,2,10,2,4,2,Hum_Economist
STU_1339548,19-08-2023,BernHardt,Female,Urban,Medium,Science_Bio,2.7,0,118,0,A,A,B+,B+,A,B+,A+,NG,NG,NG,NG,3,1,4,1,4,1,9,4,4,1,3,2,Agri_Forestry
STU_4852525,10-06-2023,SOS Hermann,Male,Urban,Medium,Humanities,3.5,0,0,0,A,A,A,NG,NG,NG,NG,NG,NG,A+,NG,3,8,1,8,2,2,4,1,8,4,3,4,Hum_Economist
STU_2985270,26-04-2023,BernHardt,Female,Urban,Medium,Management,3.05,0,0,75,A+,A,A,B+,NG,NG,NG,A,A,A,NG,10,1,9,2,2,1,3,1,1,2,3,4,IT_UI_UX_Designer
STU_8336830,02-09-2023,St. Xaviers,Male,Rural,Medium,Science_Physical,3.06,98,0,0,A+,A,A+,A,A,A+,NG,A,NG,NG,NG,10,1,9,2,2,1,2,1,2,2,4,4,IT_UI_UX_Designer
STU_4606315,27-01-2023,St. Xaviers,Female,Urban,High,Science_Bio,3.39,0,110,0,B+,B+,A+,A+,B+,A,A+,NG,NG,NG,NG,3,4,1,1,2,1,8,3,4,3,2,2,Med_Veterinary
STU_3485542,29-04-2023,BernHardt,Male,Urban,Medium,Science_Bio,3.4,0,116,73,A+,A+,A+,A,A,A+,A+,NG,NG,NG,NG,1,2,3,3,4,8,1,2,1,2,1,1,Med_MBBS_Doctor
STU_4269109,24-10-2023,Budhanilkantha,Female,Urban,Medium,Management,2.53,0,0,100,B+,B+,B+,A,NG,NG,NG,B+,B+,B+,NG,4,2,3,10,2,2,1,2,10,4,1,4,Mgmt_CA
STU_3325018,08-07-2023,Public High,Male,Urban,High,Law,2.97,0,0,0,A,B+,A+,NG,NG,NG,NG,NG,NG,A,A,3,2,3,3,1,4,1,3,8,4,3,3,Law_Criminal_Lawyer
STU_1491423,09-04-2023,Kathmandu Model,Female,Rural,Low,Science_Physical,3.32,67,0,0,A+,A,A,A,A+,A,NG,A+,NG,NG,NG,8,4,3,4,1,1,4,4,3,4,3,3,IT_Cloud_Engineer
STU_6095861,26-02-2023,St. Xaviers,Male,Urban,High,Science_Bio,31,0,112,91,A+,A,A,A,A,A,A+,NG,NG,NG,NG,3,3,1,4,2,8,2,3,2,1,3,2,Med_BSc_Nursing
STU_5241421,30-10-2023,SOS Hermann,Male,Urban,Low,Science_Physical,3.93,96,0,0,A+,A,A+,A+,A,A+,NG,A+,NG,NG,NG,8,4,3,1,4,1,4,2,2,2,4,3,IT_Cloud_Engineer
STU_6650741,05-05-2023,St. Xaviers,Male,Rural,High,Science_Bio,2.92,0,93,0,A,B+,A,B+,B+,A,A,NG,NG,NG,NG,1,2,4,3,2,9,2,1,2,4,2,4,Med_Health_Assistant_HA
STU_3903771,03-06-2023,Trinity,Female,Urban,Medium,Science_Bio,2.91,0,57,0,A,A,A,B+,A+,A,A,NG,NG,NG,NG,1,3,3,3,4,2,1,3,2,3,4,1,Hum_Economist
STU_1849135,01-05-2023,Kathmandu Model,Male,Rural,,Management,2.88,0,0,94,A,B+,A,A+,NG,NG,NG,A,B+,A+,NG,4,1,2,10,3,3,3,4,2,1,1,2,Hum_Journalist
STU_2292043,29-11-2023,Motherland,Male,Urban,Low,Science_Bio,2.88,0,100,0,A,A,A,A,B+,A+,A,NG,NG,NG,NG,1,1,3,2,3,4,9,3,4,1,4,3,Med_Veterinary
STU_3095100,14-09-2023,Gandaki Boarding,Male,Urban,Medium,Science_Physical,2.01,64,0,0,B,B,B+,B+,B+,B,NG,C+,NG,NG,NG,,10,2,4,4,3,1,1,1,1,3,1,Eng_Geomatics
STU_5412460,17-11-2023,Public High,Male,Urban,Low,Humanities,2.5,0,0,0,A+,B+,A,NG,NG,NG,NG,NG,NG,B+,NG,1,3,1,4,3,3,1,1,10,1,3,1,Hum_Journalist
STU_5235010,07-11-2023,St. Xaviers,Male,Urban,Medium,Science_Bio,3.57,0,98,0,A,A,A,A,A,A+,A+,NG,NG,NG,NG,2,1,3,1,2,8,4,3,1,4,3,1,Med_B_Pharmacy
STU_4675270,01-10-2023,BernHardt,Male,Rural,High,Management,3.13,0,0,100,A,A,A,B,NG,NG,NG,A,A+,A,NG,4,3,1,9,4,2,1,1,8,2,2,2,Mgmt_CA
STU_7340172,15-11-2023,Public High,Female,Urban,Medium,Management,2.4,0,0,86,A,B+,B,B+,NG,NG,NG,B+,A,B+,NG,2,2,1,9,3,2,1,1,8,4,2,2,Mgmt_CA
STU_1197777,23-04-2023,Gandaki Boarding,,Rural,High,Humanities,3.64,0,0,0,A+,A,A+,NG,NG,NG,NG,NG,NG,A,NG,2,2,3,2,3,1,2,1,9,3,4,4,Hum_Journalist
STU_2193555,28-04-2023,Global College,Male,Urban,Medium,Science_Physical,3.61,88,0,0,A,A+,A+,A+,A+,A,NG,A+,NG,NG,NG,10,1,1,2,1,2,2,2,3,3,3,3,Eng_Computer_Engineer
STU_0403028,10-07-2023,SOS Hermann,Female,Rural,Low,Science_Physical,2.82,68,0,0,B+,B+,A+,A,A,A,NG,B+,NG,NG,NG,3,2,1,3,2,9,2,3,3,1,3,3,Med_Public_Health_BPH
STU_4729817,12-02-2023,Budhanilkantha,Male,Rural,Medium,Management,2.19,0,0,88,B,B,B,B,NG,NG,NG,B+,A,B+,NG,1,1,1,8,4,2,3,2,9,2,1,2,Mgmt_CA
STU_7696076,13-03-2023,Kathmandu Model,Male,Urban,Low,Management,3.17,0,0,98,A,A,A,A,NG,NG,NG,A+,A,B+,NG,9,2,1,3,2,3,2,1,1,3,3,3,IT_QA_Engineer
STU_8610796,23-09-2023,St. Xaviers,Male,Rural,Low,Science_Physical,2.9,100,0,0,A+,A,A,A,B+,A,NG,A,NG,NG,NG,8,2,2,2,4,3,3,1,1,1,2,1,IT_AI_ML_Engineer
STU_0134731,30-07-2023,St. Xaviers,Male,Urban,Medium,Science_Physical,2.3,74,0,0,B+,B+,B+,B+,A,B,NG,B+,NG,NG,NG,2,4,3,4,3,1,4,9,3,2,3,1,Eng_Civil_Engineer
STU_9318151,25-04-2023,Motherland,Female,Urban,Medium,Science_Bio,2.95,0,99,79,B+,B,A,A,A,A,A+,NG,NG,NG,NG,3,2,1,3,2,8,1,2,2,4,4,3,Med_BDS_Dentist
STU_5746597,22-02-2023,Trinity,Male,Rural,,Management,3.59,0,0,81,A+,A,A,A+,NG,NG,NG,A+,A+,A,NG,1,4,2,10,1,1,1,1,8,1,2,3,Mgmt_CA
STU_8775246,19-02-2023,Budhanilkantha,Male,Urban,Low,Management,3.89,0,0,93,A+,A+,A+,A,NG,NG,NG,A+,A,A+,NG,8,2,9,2,1,2,1,1,2,1,1,3,IT_UI_UX_Designer
STU_8640236,02-09-2023,SOS Hermann,Female,Rural,Low,Science_Physical,2.32,87,0,0,B+,B,B+,A,B+,B+,NG,A,NG,NG,NG,2,2,1,2,3,3,3,8,3,4,2,1,Eng_Civil_Engineer
STU_5742418,29-09-2023,Public High,Male,Urban,Medium,Science_Physical,3.09,121,0,0,A,A+,A,A+,A,A,NG,A,NG,NG,NG,9,9,2,3,2,1,4,2,1,2,2,4,IT_AI_ML_Engineer
STU_9902556,11-06-2023,Public High,Male,Urban,Low,Science_Physical,4,89,0,0,A+,A+,A,A+,A+,A+,NG,A+,NG,NG,NG,3,8,1,4,2,2,3,3,3,2,1,3,IT_Data_Scientist
STU_5761313,20-02-2023,Global College,Male,Rural,Medium,Science_Physical,2.89,110,0,0,A+,A,A,A+,A,B+,NG,A+,NG,NG,NG,9,1,2,3,4,3,2,4,3,2,1,2,IT_CyberSecurity
STU_1766210,30-08-2023,Public High,Female,Urban,Low,Humanities,3.32,0,0,0,A+,A,A+,NG,NG,NG,NG,NG,NG,A,NG,2,4,4,2,1,4,3,2,3,3,4,1,Hum_Social_Worker_BSW
STU_4329951,05-11-2023,SOS Hermann,Male,Urban,Medium,Management,2.83,0,0,100,A,B+,A,B+,NG,NG,NG,A,A+,A,NG,4,2,3,9,1,1,3,3,10,4,4,4,Mgmt_CA
STU_9986418,16-04-2023,Kathmandu Model,Male,Rural,Medium,Law,2.59,0,0,0,B,B+,B+,NG,NG,NG,NG,NG,NG,B+,B+,2,2,4,4,4,2,3,1,10,2,2,3,Law_Criminal_Lawyer
STU_6558376,15-01-2023,Motherland,Female,Urban,Medium,Humanities,2.76,0,0,0,B+,B+,A+,NG,NG,NG,NG,NG,NG,B+,NG,1,4,2,2,3,2,3,3,9,3,2,10,Hum_Political_Scientist
STU_8861601,29-10-2023,Motherland,Female,Rural,Medium,Management,2.72,0,0,70,B+,B+,B+,A,NG,NG,NG,B+,A,A,NG,3,3,2,9,2,2,4,1,1,4,2,2,Mgmt_Supply_Chain
STU_9939206,14-11-2023,St. Xaviers,Female,Rural,Medium,Management,3.33,0,0,100,A+,A,A,A+,NG,NG,NG,A,A+,A+,NG,2,1,2,3,4,3,3,1,4,10,1,3,Mgmt_Hotel_Mgmt_BHM
STU_1036231,24-06-2023,St. Xaviers,Male,Rural,Low,Science_Physical,3.53,118,0,0,A,A,A,A+,A,A,NG,A+,NG,NG,NG,9,9,1,1,2,1,4,4,3,1,2,3,IT_AI_ML_Engineer
STU_9293735,07-05-2023,SOS Hermann,Male,Rural,Medium,Science_Physical,3.6,103,0,69,A,A,A,A+,A+,B+,NG,A+,NG,NG,NG,10,3,2,3,2,3,1,2,2,4,3,2,Eng_Electronics_Comm
STU_0958522,30-01-2023,Global College,Male,Urban,Low,Science_Physical,3.21,93,0,0,A,A,A+,A+,A+,A,NG,A,NG,NG,NG,2,1,1,4,3,9,1,4,2,4,3,2,Med_Public_Health_BPH
STU_0557111,06-09-2023,SOS Hermann,Female,Urban,Low,Humanities,3.21,0,0,0,A,A,A,NG,NG,NG,NG,NG,NG,A,NG,2,1,2,4,1,3,1,2,8,3,2,3,Law_Criminal_Lawyer
STU_8728725,15-06-2023,SOS Hermann,Female,Rural,Medium,Management,3.36,0,0,80,A+,A,A+,A+,NG,NG,NG,A+,A+,A+,NG,2,2,1,9,1,2,4,4,8,2,3,4,Mgmt_CA
STU_4911217,06-05-2023,SOS Hermann,Male,Urban,Low,Science_Physical,3.44,77,0,0,A,A,A,A,A,A,NG,A+,NG,NG,NG,10,1,1,1,1,4,4,1,3,2,1,2,IT_QA_Engineer
STU_8438440,21-01-2023,SOS Hermann,Female,Urban,Medium,Science_Bio,2.8,0,87,90,B+,B+,B+,A,B+,A,A+,NG,NG,NG,NG,3,2,1,3,1,9,4,3,2,4,4,3,Med_B_Pharmacy
STU_3779820,05-05-2023,Trinity,Female,Urban,Medium,Science_Bio,2.92,0,84,0,A,A,A,A,A,A+,A+,NG,NG,NG,NG,3,3,4,1,2,1,10,3,3,2,2,1,Agri_Scientist
STU_9841419,08-08-2023,Motherland,Male,Urban,High,Science_Physical,2.99,72,0,0,A,A,A,A+,B+,B+,NG,A,NG,NG,NG,9,1,1,1,3,3,3,3,2,2,3,1,IT_CyberSecurity
STU_5272851,16-07-2023,Motherland,Female,Urban,High,Humanities,3.51,0,0,0,A+,A+,A+,NG,NG,NG,NG,NG,NG,A,NG,3,3,3,3,3,2,3,3,2,1,2,2,Hum_Psychologist
STU_5041080,21-06-2023,Gandaki Boarding,Male,Rural,Medium,Science_Bio,2.9,0,70,0,A,B+,B+,A,A,A+,A+,NG,NG,NG,NG,3,1,2,4,3,2,3,4,1,3,4,3,Med_Lab_Technician
STU_1034614,25-08-2023,Global College,Male,Rural,Medium,Science_Physical,3.12,100,0,0,A,A,A,A,A,A,NG,A+,NG,NG,NG,10,1,3,3,3,1,2,3,4,1,9,2,IT_Game_Developer
STU_5373793,12-04-2023,Budhanilkantha,Female,Rural,Medium,Law,3.31,0,0,0,A+,A+,A+,NG,NG,NG,NG,NG,NG,A,A+,3,3,2,10,4,1,3,3,9,3,1,2,Law_Corporate_Lawyer
STU_2573983,15-12-2023,Public High,,Rural,Low,Science_Physical,3.28,92,0,0,A,A+,B+,A+,B+,A,NG,A+,NG,NG,NG,8,2,3,1,1,4,1,4,3,3,4,1,IT_QA_Engineer
STU_9915496,06-01-2023,Kathmandu Model,Female,Urban,Low,Science_Bio,2.75,0,94,0,B+,B+,A,B,A,B+,A+,NG,NG,NG,NG,3,1,4,1,2,9,4,2,4,1,3,3,Med_Health_Assistant_HA
STU_9279195,28-10-2023,Budhanilkantha,Male,Urban,Medium,Science_Physical,3.34,105,0,0,A,A,A+,A+,A,A,NG,A,NG,NG,NG,1,3,2,9,3,1,4,2,2,3,4,1,Mgmt_Entrepreneur
STU_2157921,27-08-2023,Public High,Female,Rural,Medium,Science_Physical,2.71,78,0,0,B+,B,B+,A,B+,A,NG,A+,NG,NG,NG,4,8,2,4,2,1,4,1,4,3,4,2,IT_Data_Scientist
STU_0542373,21-06-2023,Gandaki Boarding,Female,Urban,Medium,Science_Bio,2.76,0,72,72,A,B+,A,B+,B+,A,A,NG,NG,NG,NG,2,3,,4,3,9,2,2,4,4,2,1,Med_BDS_Dentist
STU_2330981,20-11-2023,Trinity,Female,Urban,High,Humanities,2.95,0,0,0,A,B+,A,NG,NG,NG,NG,NG,NG,A,NG,3,3,3,2,2,3,4,2,9,2,1,10,Hum_Political_Scientist
STU_1272132,25-07-2023,,Male,Rural,Low,Science_Physical,2.62,80,0,60,B+,B+,A,A,A+,B,NG,B+,NG,NG,NG,10,2,3,4,3,3,1,1,4,4,9,3,IT_Game_Developer
STU_4518906,17-03-2023,BernHardt,Female,Urban,Medium,Management,2.93,0,0,67,A,A,A,A,NG,NG,NG,A,B+,A,NG,3,2,1,1,1,2,3,3,2,4,3,2,Mgmt_HR_Manager
STU_4385134,13-02-2023,SOS Hermann,Male,Rural,High,Humanities,3.04,0,0,0,A,A,A+,NG,NG,NG,NG,NG,NG,A,NG,1,3,4,3,3,2,3,3,4,1,2,3,Hum_Social_Worker_BSW
STU_4393595,27-08-2023,Motherland,Male,Urban,Low,Humanities,3.4,0,0,0,A+,A+,A+,NG,NG,NG,NG,NG,NG,A,NG,1,3,3,2,2,2,1,1,10,3,4,4,Mgmt_HR_Manager
STU_6021342,09-06-2023,Trinity,Male,Urban,High,Science_Bio,3.83,0,94,0,A+,A+,A+,A+,A+,A+,A+,NG,NG,NG,NG,1,2,1,3,3,2,8,3,3,3,2,1,Agri_Scientist
STU_3825172,14-06-2023,Public High,Male,Rural,Low,Science_Bio,3,0,102,0,A,A,A,B+,A,A+,A+,NG,NG,NG,NG,2,1,3,4,2,4,1,4,4,3,3,3,Med_Lab_Technician
STU_0648350,30-06-2023,Budhanilkantha,,Urban,Low,Science_Physical,2.44,95,0,0,B,A,B+,A,A,B+,NG,A,NG,NG,NG,10,1,1,2,3,3,3,3,1,4,4,4,Eng_Computer_Engineer
STU_9032543,12-03-2023,BernHardt,Female,Urban,Medium,Management,3.09,0,0,93,A+,A,B+,A,NG,NG,NG,B+,A,A,NG,3,1,2,1,1,3,1,1,3,10,1,2,Mgmt_Hotel_Mgmt_BHM
STU_5630706,10-02-2023,BernHardt,Male,Rural,Medium,Science_Bio,3.34,0,100,0,A+,A+,A+,A+,A,A+,A+,NG,NG,NG,NG,3,2,,1,3,2,10,3,3,1,4,4,Agri_Forestry
STU_6320324,29-01-2023,SOS Hermann,Male,Urban,Medium,Science_Bio,3.39,0,135,0,A+,A,A,B+,A+,A,A+,NG,NG,NG,NG,3,2,4,3,4,10,4,1,2,2,4,1,Med_BDS_Dentist
